evidence_id,paper_id,arxiv_id,evidence_type,source_url,pdf_path,anchor,supported_content,status,sha256
E-230701050-M,P004,2307.01050,method,https://arxiv.org/abs/2307.01050,sources/pdfs/2307.01050.pdf,PDF pp.3-8 method,Jointly adapt forward and backward controlled diffusions using path-space divergences linked to transport and nonequilibrium identities.,full_text_manual,53ccf9eacc9476d81b885750959fb9792bc68f37d1f468c2d8d3f0013645f1a1
E-230701050-R,P004,2307.01050,result,https://arxiv.org/abs/2307.01050,sources/pdfs/2307.01050.pdf,PDF pp.9-15 results,Controlled Monte Carlo Diffusions improve the reported sampling metrics across the benchmark suite.,full_text_manual,53ccf9eacc9476d81b885750959fb9792bc68f37d1f468c2d8d3f0013645f1a1
E-230701050-L,P004,2307.01050,limitation,https://arxiv.org/abs/2307.01050,sources/pdfs/2307.01050.pdf,PDF final discussion,"Performance still depends on annealing schedule, divergence choice, numerical SDE solution and learned-control quality.",full_text_manual,53ccf9eacc9476d81b885750959fb9792bc68f37d1f468c2d8d3f0013645f1a1
E-241002711-I,P005,2410.02711,identity,https://arxiv.org/abs/2410.02711,sources/pdfs/2410.02711.pdf,PDF p.1 + current arXiv metadata,"NETS: A Non-Equilibrium Transport Sampler (2024), authors: Albergo, Michael S. and Vanden-Eijnden, Eric",verified,3f115239f2ca5de2d7c560e21ae84e33f20a0979e515c875fb6ceb3406af3a55
E-241002711-P,P005,2410.02711,problem,https://arxiv.org/abs/2410.02711,sources/pdfs/2410.02711.pdf,PDF p.1 abstract,Annealed importance sampling can have high work/weight variance when the fixed protocol transports poorly between prior and target.,full_text_manual,3f115239f2ca5de2d7c560e21ae84e33f20a0979e515c875fb6ceb3406af3a55
E-241002711-M,P005,2410.02711,method,https://arxiv.org/abs/2410.02711,sources/pdfs/2410.02711.pdf,PDF pp.3-7 method,NETS augments nonequilibrium Langevin transport with a learned drift chosen to reduce estimator variance while retaining the nonequilibrium identity.,full_text_manual,3f115239f2ca5de2d7c560e21ae84e33f20a0979e515c875fb6ceb3406af3a55
E-241002711-R,P005,2410.02711,result,https://arxiv.org/abs/2410.02711,sources/pdfs/2410.02711.pdf,PDF results section,The learned transport improves effective sample size on the reported molecular and lattice phi4 examples.,full_text_manual,3f115239f2ca5de2d7c560e21ae84e33f20a0979e515c875fb6ceb3406af3a55
E-241002711-L,P005,2410.02711,limitation,https://arxiv.org/abs/2410.02711,sources/pdfs/2410.02711.pdf,PDF final discussion,"Drift capacity, protocol, diffusion strength, training cost and remaining weight variance determine practical gains.",full_text_manual,3f115239f2ca5de2d7c560e21ae84e33f20a0979e515c875fb6ceb3406af3a55
E-221003139-I,P006,2210.03139,identity,https://arxiv.org/abs/2210.03139,sources/pdfs/2210.03139.pdf,PDF p.1 + current arXiv metadata,"Stochastic normalizing flows for lattice field theory (2022), authors: Michele Caselle; Elia Cellini; Alessandro Nada; Marco Panero",verified,6e55973206bb8030e21bdd951bc005c64dbabf2698a4491f1d21e5ca29909cc8
E-221003139-P,P006,2210.03139,problem,https://arxiv.org/abs/2210.03139,sources/pdfs/2210.03139.pdf,PDF p.1 abstract,Improve lattice-field sampling by combining learned invertible maps with robust Monte Carlo transitions.,full_text_manual,6e55973206bb8030e21bdd951bc005c64dbabf2698a4491f1d21e5ca29909cc8
E-221003139-M,P006,2210.03139,method,https://arxiv.org/abs/2210.03139,sources/pdfs/2210.03139.pdf,PDF pp.2-5 method,Interleave normalizing-flow layers and Monte Carlo updates to form a stochastic normalizing flow for 2D phi4 theory.,full_text_manual,6e55973206bb8030e21bdd951bc005c64dbabf2698a4491f1d21e5ca29909cc8
E-221003139-R,P006,2210.03139,result,https://arxiv.org/abs/2210.03139,sources/pdfs/2210.03139.pdf,PDF results section,The short study reports improved sampling efficiency over its purely learned or stochastic components.,full_text_manual,6e55973206bb8030e21bdd951bc005c64dbabf2698a4491f1d21e5ca29909cc8
E-221003139-L,P006,2210.03139,limitation,https://arxiv.org/abs/2210.03139,sources/pdfs/2210.03139.pdf,PDF final section,"The paper is a compact proceedings report in a low-dimensional scalar benchmark, so broad scaling claims are unsupported.",full_text_manual,6e55973206bb8030e21bdd951bc005c64dbabf2698a4491f1d21e5ca29909cc8
E-220108862-I,P007,2201.08862,identity,https://arxiv.org/abs/2201.08862,sources/pdfs/2201.08862.pdf,PDF p.1 + current arXiv metadata,"Stochastic normalizing flows as non-equilibrium transformations (2022), authors: Michele Caselle; Elia Cellini; Alessandro Nada; Marco Panero",verified,798759d54c5256ac75eb188fac679c96d0af51979894b85d0c72c7db03817858
E-220108862-P,P007,2201.08862,problem,https://arxiv.org/abs/2201.08862,sources/pdfs/2201.08862.pdf,PDF p.1 abstract,"Normalizing flows can be hard to train globally, while nonequilibrium transformations can require long protocols.",full_text_manual,798759d54c5256ac75eb188fac679c96d0af51979894b85d0c72c7db03817858
E-220108862-M,P007,2201.08862,method,https://arxiv.org/abs/2201.08862,sources/pdfs/2201.08862.pdf,PDF pp.2-8 method,Unify invertible flow layers and stochastic nonequilibrium transitions within a path-probability/Jarzynski framework.,full_text_manual,798759d54c5256ac75eb188fac679c96d0af51979894b85d0c72c7db03817858
E-220108862-R,P007,2201.08862,result,https://arxiv.org/abs/2201.08862,sources/pdfs/2201.08862.pdf,PDF results sections,Hybrid stochastic normalizing flows improve free-energy estimation and sampling efficiency in the reported lattice examples.,full_text_manual,798759d54c5256ac75eb188fac679c96d0af51979894b85d0c72c7db03817858
E-220108862-L,P007,2201.08862,limitation,https://arxiv.org/abs/2201.08862,sources/pdfs/2201.08862.pdf,PDF pp.20-22 conclusions,"Efficiency trades off network training, protocol length, stochastic steps and residual work variance.",full_text_manual,798759d54c5256ac75eb188fac679c96d0af51979894b85d0c72c7db03817858
E-230914983-I,P008,2309.14983,identity,https://arxiv.org/abs/2309.14983,sources/pdfs/2309.14983.pdf,PDF p.1 + current arXiv metadata,"Sampling Nambu-Goto theory using Normalizing Flows (2023), authors: Michele Caselle; Elia Cellini; Alessandro Nada",verified,7b29ef81547ae08c382dce6572648f42abba443201aca2ffbf8d855cb5143644
E-230914983-P,P008,2309.14983,problem,https://arxiv.org/abs/2309.14983,sources/pdfs/2309.14983.pdf,PDF pp.1-2,Obtain a scalable numerical sampler for lattice Nambu-Goto effective string theory where continuous normalizing flows scale poorly.,full_text_manual,7b29ef81547ae08c382dce6572648f42abba443201aca2ffbf8d855cb5143644
E-230914983-M,P008,2309.14983,method,https://arxiv.org/abs/2309.14983,sources/pdfs/2309.14983.pdf,PDF pp.2-4,Use a physics-informed stochastic normalizing flow that interleaves learned maps with nonequilibrium stochastic updates and evaluates nonequilibrium work.,full_text_manual,7b29ef81547ae08c382dce6572648f42abba443201aca2ffbf8d855cb5143644
E-230914983-R,P008,2309.14983,result,https://arxiv.org/abs/2309.14983,sources/pdfs/2309.14983.pdf,PDF pp.4-6,The proof-of-concept reproduces known partition-function behavior and reports agreement with a conjectured string-width coefficient over 314 parameter combinations.,full_text_manual,7b29ef81547ae08c382dce6572648f42abba443201aca2ffbf8d855cb5143644
E-230914983-L,P008,2309.14983,limitation,https://arxiv.org/abs/2309.14983,sources/pdfs/2309.14983.pdf,PDF pp.5-6 conclusion,This proceedings study addresses a specific effective-string regime; it does not establish general lattice-field or QCD scaling.,full_text_manual,7b29ef81547ae08c382dce6572648f42abba443201aca2ffbf8d855cb5143644
E-190412072-I,P009,1904.12072,identity,https://arxiv.org/abs/1904.12072,sources/pdfs/1904.12072.pdf,PDF p.1 + current arXiv metadata,"Flow-based generative models for Markov chain Monte Carlo in lattice field theory (2019), authors: Albergo, M. S. and Kanwar, G. and Shanahan, P. E.",verified,61749019a775a8141842ce23b4dce5678a3f712f311dfcc379747b943ccbe07d
E-190412072-P,P009,1904.12072,problem,https://arxiv.org/abs/1904.12072,sources/pdfs/1904.12072.pdf,PDF p.1 abstract,Critical slowing makes conventional lattice MCMC expensive near phase transitions.,full_text_manual,61749019a775a8141842ce23b4dce5678a3f712f311dfcc379747b943ccbe07d
E-190412072-M,P009,1904.12072,method,https://arxiv.org/abs/1904.12072,sources/pdfs/1904.12072.pdf,PDF pp.2-6 method,Train a normalizing flow without target samples and use independent flow proposals in a Metropolis-Hastings chain.,full_text_manual,61749019a775a8141842ce23b4dce5678a3f712f311dfcc379747b943ccbe07d
E-190412072-R,P009,1904.12072,result,https://arxiv.org/abs/1904.12072,sources/pdfs/1904.12072.pdf,PDF results and pp.9-10 summary,"In 2D phi4, trained flow proposals reproduce observables and can eliminate sampling-stage critical slowing at fixed acceptance.",full_text_manual,61749019a775a8141842ce23b4dce5678a3f712f311dfcc379747b943ccbe07d
E-190412072-L,P009,1904.12072,limitation,https://arxiv.org/abs/1904.12072,sources/pdfs/1904.12072.pdf,PDF pp.9-10 summary,"Training took substantial GPU time in this proof of principle; architecture scaling, memory and extension to QCD were not established.",full_text_manual,61749019a775a8141842ce23b4dce5678a3f712f311dfcc379747b943ccbe07d
E-260410209-I,P010,2604.10209,identity,https://arxiv.org/abs/2604.10209,sources/pdfs/2604.10209.pdf,PDF p.1 + current arXiv metadata,"Scalable Generative Sampling and Multilevel Estimation for Lattice Field Theories Near Criticality (2026), authors: A. Singha; J. Kauffmann; E. Cellini; K. Jansen; S. Nakajima",verified,f63310ecd3fc85390956cdbd6dac9f8676cfbc5c7060411e2fb24b9d76f7dfe1
E-260410209-P,P010,2604.10209,problem,https://arxiv.org/abs/2604.10209,sources/pdfs/2604.10209.pdf,PDF p.1 abstract,Overcome critical slowing and poor large-volume scaling by representing long- and short-distance modes separately.,full_text_manual,f63310ecd3fc85390956cdbd6dac9f8676cfbc5c7060411e2fb24b9d76f7dfe1
E-260410209-M,P010,2604.10209,method,https://arxiv.org/abs/2604.10209,sources/pdfs/2604.10209.pdf,PDF pp.4-7 method,Factor the target coarse-to-fine; use conditional Gaussian mixtures and masked continuous normalizing flows while preserving coarse sites exactly.,full_text_manual,f63310ecd3fc85390956cdbd6dac9f8676cfbc5c7060411e2fb24b9d76f7dfe1
E-260410209-R,P010,2604.10209,result,https://arxiv.org/abs/2604.10209,sources/pdfs/2604.10209.pdf,PDF pp.7-9 results/conclusion,"On critical 2D phi4, the method reports much lower autocorrelation than HMC, high IS efficiency, consistent observables and MLMC variance reduction.",full_text_manual,f63310ecd3fc85390956cdbd6dac9f8676cfbc5c7060411e2fb24b9d76f7dfe1
E-260410209-L,P010,2604.10209,limitation,https://arxiv.org/abs/2604.10209,sources/pdfs/2604.10209.pdf,PDF p.9 conclusion,"ESS still falls at the largest volumes, fine-level quality limits MLMC gains, and extension to group-valued gauge theories is open.",full_text_manual,f63310ecd3fc85390956cdbd6dac9f8676cfbc5c7060411e2fb24b9d76f7dfe1
E-210605934-I,P011,2106.05934,identity,https://arxiv.org/abs/2106.05934,sources/pdfs/2106.05934.pdf,PDF p.1 + current arXiv metadata,"Flow-based sampling for fermionic lattice field theories (2021), authors: Michael S. Albergo; Gurtej Kanwar; Sébastien Racanière; Danilo J. Rezende; Julian M. Urban; Denis Boyda; Kyle Cranmer; Daniel C. Hackett; Phiala E. Shanahan",verified,ea75b10a32baf6510c3b1d3696759c6e1c4be346d1e257e5b43282ca64c909ac
E-210605934-P,P011,2106.05934,problem,https://arxiv.org/abs/2106.05934,sources/pdfs/2106.05934.pdf,PDF p.1 abstract,Extend flow-based sampling from bosonic fields to theories with dynamical fermions and nonlocal determinants.,full_text_manual,ea75b10a32baf6510c3b1d3696759c6e1c4be346d1e257e5b43282ca64c909ac
E-210605934-M,P011,2106.05934,method,https://arxiv.org/abs/2106.05934,sources/pdfs/2106.05934.pdf,PDF theory/method sections,"Construct joint, marginal and pseudofermion-conditioned flow models and test them in a 2D Yukawa system.",full_text_manual,ea75b10a32baf6510c3b1d3696759c6e1c4be346d1e257e5b43282ca64c909ac
E-210605934-R,P011,2106.05934,result,https://arxiv.org/abs/2106.05934,sources/pdfs/2106.05934.pdf,"PDF results, around pp.8-20",The proof of principle reproduces observables in a dynamical-fermion lattice example.,full_text_manual,ea75b10a32baf6510c3b1d3696759c6e1c4be346d1e257e5b43282ca64c909ac
E-210605934-L,P011,2106.05934,limitation,https://arxiv.org/abs/2106.05934,sources/pdfs/2106.05934.pdf,PDF conclusion,The study does not establish realistic 4D QCD scaling; pseudofermion variance and determinant/nonlocal costs remain central.,full_text_manual,ea75b10a32baf6510c3b1d3696759c6e1c4be346d1e257e5b43282ca64c909ac
E-231103578-I,P012,2311.03578,identity,https://arxiv.org/abs/2311.03578,sources/pdfs/2311.03578.pdf,PDF p.1 + current arXiv metadata,"Generative Diffusion Models for Lattice Field Theory (2023), authors: Lingxiao Wang; Gert Aarts; Kai Zhou",verified,bf6e772c236bcaec0901f01be734f24914bf66d9380cd2ed7ddf9c3635c4b3df
E-231103578-P,P012,2311.03578,problem,https://arxiv.org/abs/2311.03578,sources/pdfs/2311.03578.pdf,PDF p.1 abstract,Connect diffusion generative models to lattice stochastic quantization and test whether they can serve as global proposals.,full_text_manual,bf6e772c236bcaec0901f01be734f24914bf66d9380cd2ed7ddf9c3635c4b3df
E-231103578-M,P012,2311.03578,method,https://arxiv.org/abs/2311.03578,sources/pdfs/2311.03578.pdf,PDF pp.2-4 method,Learn the reverse diffusion / score process in a toy model and 2D phi4 theory.,full_text_manual,bf6e772c236bcaec0901f01be734f24914bf66d9380cd2ed7ddf9c3635c4b3df
E-231103578-R,P012,2311.03578,result,https://arxiv.org/abs/2311.03578,sources/pdfs/2311.03578.pdf,PDF pp.3-5 results,The model reproduces tested observables and can reduce chain autocorrelation when used as a global sampler.,full_text_manual,bf6e772c236bcaec0901f01be734f24914bf66d9380cd2ed7ddf9c3635c4b3df
E-231103578-L,P012,2311.03578,limitation,https://arxiv.org/abs/2311.03578,sources/pdfs/2311.03578.pdf,PDF pp.5-6 conclusion,"The demonstrations are toy/2D, require training configurations, and leave data-free training, gauge fields, fermions and sign problems open.",full_text_manual,bf6e772c236bcaec0901f01be734f24914bf66d9380cd2ed7ddf9c3635c4b3df
E-250205504-I,P013,2502.05504,identity,https://arxiv.org/abs/2502.05504,sources/pdfs/2502.05504.pdf,PDF p.1 + current arXiv metadata,"Physics-Conditioned Diffusion Models for Lattice Gauge Theory (2025), authors: Qianteng Zhu; Gert Aarts; Wei Wang; Kai Zhou; Lingxiao Wang",verified,0b9548d039926d29e6e89f60fa806d22681f4079c78936f901fdb5aca12b87fa
E-250205504-P,P013,2502.05504,problem,https://arxiv.org/abs/2502.05504,sources/pdfs/2502.05504.pdf,PDF p.1 abstract,Generate gauge configurations across couplings while respecting gauge structure and reducing topological freezing.,full_text_manual,0b9548d039926d29e6e89f60fa806d22681f4079c78936f901fdb5aca12b87fa
E-250205504-M,P013,2502.05504,method,https://arxiv.org/abs/2502.05504,sources/pdfs/2502.05504.pdf,PDF pp.3-8 method,Train a physics-conditioned diffusion model and use annealed Langevin / Metropolis-adjusted Langevin updates in 2D U(1).,full_text_manual,0b9548d039926d29e6e89f60fa806d22681f4079c78936f901fdb5aca12b87fa
E-250205504-R,P013,2502.05504,result,https://arxiv.org/abs/2502.05504,sources/pdfs/2502.05504.pdf,PDF results sections,The conditioned model transfers across couplings/lattice settings and improves topological exploration in the reported tests.,full_text_manual,0b9548d039926d29e6e89f60fa806d22681f4079c78936f901fdb5aca12b87fa
E-250205504-L,P013,2502.05504,limitation,https://arxiv.org/abs/2502.05504,sources/pdfs/2502.05504.pdf,PDF pp.15-16 conclusion,"Training-data topology can bias the model; non-Abelian groups, fermion nonlocality and large-volume cost remain open.",full_text_manual,0b9548d039926d29e6e89f60fa806d22681f4079c78936f901fdb5aca12b87fa
E-251021330-I,P014,2510.21330,identity,https://arxiv.org/abs/2510.21330,sources/pdfs/2510.21330.pdf,PDF p.1 + current arXiv metadata,"SCORENF: Score-based Normalizing Flows for Sampling Unnormalized distributions (2025), authors: Vikas Kanaujia; Vipul Arora",verified,7ac19accf5bdd3497d3ee8af910518a0bec1194629d9c18368896e2956dd8689
E-251021330-P,P014,2510.21330,problem,https://arxiv.org/abs/2510.21330,sources/pdfs/2510.21330.pdf,PDF p.1 abstract,Avoid mode collapse and mode covering when learning unnormalized multimodal targets from limited data.,full_text_manual,7ac19accf5bdd3497d3ee8af910518a0bec1194629d9c18368896e2956dd8689
E-251021330-M,P014,2510.21330,method,https://arxiv.org/abs/2510.21330,sources/pdfs/2510.21330.pdf,PDF pp.1-4 method,"Train an invertible normalizing flow with score-based and reverse-KL terms, then use it as an IMH proposal.",full_text_manual,7ac19accf5bdd3497d3ee8af910518a0bec1194629d9c18368896e2956dd8689
E-251021330-R,P014,2510.21330,result,https://arxiv.org/abs/2510.21330,sources/pdfs/2510.21330.pdf,PDF pp.3-5 tables/results,"ScoreNF improves the reported NLL/RNLL balance, ESS and acceptance on Gaussian mixtures and a 64-dimensional phi4 example.",full_text_manual,7ac19accf5bdd3497d3ee8af910518a0bec1194629d9c18368896e2956dd8689
E-251021330-L,P014,2510.21330,limitation,https://arxiv.org/abs/2510.21330,sources/pdfs/2510.21330.pdf,PDF p.5 conclusion,It still relies on target samples for score estimation and is only tested on modest systems; larger symmetric systems are future work.,full_text_manual,7ac19accf5bdd3497d3ee8af910518a0bec1194629d9c18368896e2956dd8689
E-260506134-I,P015,2605.06134,identity,https://arxiv.org/abs/2605.06134,sources/pdfs/2605.06134.pdf,PDF p.1 + current arXiv metadata,"Diffusion model for SU(N) gauge theories (2026), authors: Javad Komijani; Marina K. Marinkovic; Lara Turgut",verified,7b2695ebaa774b7eeb7cada771068461248361495975bd440ff5a2ceee97a4de
E-260506134-P,P015,2605.06134,problem,https://arxiv.org/abs/2605.06134,sources/pdfs/2605.06134.pdf,PDF p.1 abstract,Build diffusion samplers directly on non-Abelian SU(N) gauge manifolds while preserving gauge symmetry.,full_text_manual,7b2695ebaa774b7eeb7cada771068461248361495975bd440ff5a2ceee97a4de
E-260506134-M,P015,2605.06134,method,https://arxiv.org/abs/2605.06134,sources/pdfs/2605.06134.pdf,PDF method sections,Use implicit score matching with a gauge-equivariant U-Net and a predictor-corrector/Hamiltonian refinement.,full_text_manual,7b2695ebaa774b7eeb7cada771068461248361495975bd440ff5a2ceee97a4de
E-260506134-R,P015,2605.06134,result,https://arxiv.org/abs/2605.06134,sources/pdfs/2605.06134.pdf,PDF results sections,The paper demonstrates 2D and 4D SU(3)-family gauge sampling with improved observables after correction.,full_text_manual,7b2695ebaa774b7eeb7cada771068461248361495975bd440ff5a2ceee97a4de
E-260506134-L,P015,2605.06134,limitation,https://arxiv.org/abs/2605.06134,sources/pdfs/2605.06134.pdf,PDF conclusion,Correction raises computational cost; large-volume/continuum efficiency and richer gauge dynamics remain unresolved.,full_text_manual,7b2695ebaa774b7eeb7cada771068461248361495975bd440ff5a2ceee97a4de
E-200306413-I,P016,2003.06413,identity,https://arxiv.org/abs/2003.06413,sources/pdfs/2003.06413.pdf,PDF p.1 + current arXiv metadata,"Equivariant flow-based sampling for lattice gauge theory (2020), authors: Gurtej Kanwar; Michael S. Albergo; Denis Boyda; K. Cranmer; Daniel C. Hackett; Sébastien Racanière; Danilo Jimenez Rezende; Phiala E. Shanahan",verified,6f5d0bb1effda44b3fcb55d40ba679495428944a8988c71c61e7ccf19258d1f4
E-200306413-P,P016,2003.06413,problem,https://arxiv.org/abs/2003.06413,sources/pdfs/2003.06413.pdf,PDF p.1 abstract,Topological freezing makes gauge-field MCMC inefficient toward the continuum limit.,full_text_manual,6f5d0bb1effda44b3fcb55d40ba679495428944a8988c71c61e7ccf19258d1f4
E-200306413-M,P016,2003.06413,method,https://arxiv.org/abs/2003.06413,sources/pdfs/2003.06413.pdf,PDF pp.2-4 method,Construct gauge-equivariant normalizing-flow coupling layers and use them as independence-Metropolis proposals in 2D U(1).,full_text_manual,6f5d0bb1effda44b3fcb55d40ba679495428944a8988c71c61e7ccf19258d1f4
E-200306413-R,P016,2003.06413,result,https://arxiv.org/abs/2003.06413,sources/pdfs/2003.06413.pdf,PDF pp.4-5 results,"For the tested beta=7, 16x16 setup, topological autocorrelation is far smaller than HMC/heat bath and the paper reports large efficiency gains for topological observables.",full_text_manual,6f5d0bb1effda44b3fcb55d40ba679495428944a8988c71c61e7ccf19258d1f4
E-200306413-L,P016,2003.06413,limitation,https://arxiv.org/abs/2003.06413,sources/pdfs/2003.06413.pdf,PDF p.5 summary,This is an Abelian 2D proof of principle; expressive invertible kernels for non-Abelian theories and full scaling remained future work.,full_text_manual,6f5d0bb1effda44b3fcb55d40ba679495428944a8988c71c61e7ccf19258d1f4
E-220211712-I,P017,2202.11712,identity,https://arxiv.org/abs/2202.11712,sources/pdfs/2202.11712.pdf,PDF p.1 + current arXiv metadata,"Flow-based sampling in the lattice Schwinger model at criticality (2022), authors: Albergo, Michael S. and Boyda, Denis and Cranmer, Kyle and Hackett, Daniel C. and Kanwar, Gurtej and Racani \`e re, S \'e bastien and Rezende, Danilo J. and Romero-L \'o pez, Fernando and Shanahan, Phiala E. and Urban, Julian M.",verified,8586e34ea00b8a83522e6b83b55e05404df7129ed95bda97a218b12fcfb44fe8
E-220211712-P,P017,2202.11712,problem,https://arxiv.org/abs/2202.11712,sources/pdfs/2202.11712.pdf,PDF p.1 abstract and introduction,Sample all topological sectors of the critical lattice Schwinger model when conventional HMC streams can freeze and underestimate uncertainty.,full_text_manual,8586e34ea00b8a83522e6b83b55e05404df7129ed95bda97a218b12fcfb44fe8
E-220211712-M,P017,2202.11712,method,https://arxiv.org/abs/2202.11712,sources/pdfs/2202.11712.pdf,PDF pp.1-3,Train a symmetry-aware flow and use it inside an exact flow-based MCMC sampler for the fermionic gauge theory.,full_text_manual,8586e34ea00b8a83522e6b83b55e05404df7129ed95bda97a218b12fcfb44fe8
