QueryID,Rank,SourceID,DOI,Title,Year,CitedByCount,PrimaryURL
F01,22,https://openalex.org/W3048457240,https://doi.org/10.1103/physrevd.103.074504,"Sampling using<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>SU</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:mi>N</mml:mi><mml:mo stretchy=""false"">)</mml:mo></mml:mrow></mml:math>gauge equivariant flows",2021,114,https://doi.org/10.1103/physrevd.103.074504
F01,23,https://openalex.org/W3102853179,,,,312,https://hdl.handle.net/1983/151f015d-01e6-4da4-ac4f-393e704937ba
F01,24,https://openalex.org/W2060224627,https://doi.org/10.1007/s00477-010-0431-y,Long-term time-dependent stochastic modelling of extreme waves,2010,71,https://doi.org/10.1007/s00477-010-0431-y
F01,25,https://openalex.org/W4361297350,https://doi.org/10.1103/physrevresearch.5.013216,Gauge-invariant and anyonic-symmetric autoregressive neural network for quantum lattice models,2023,49,https://doi.org/10.1103/physrevresearch.5.013216
F04,1,https://openalex.org/W2047467783,,,,,
F05,1,https://openalex.org/W2020999234,https://doi.org/10.1109/tpami.1984.4767596,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images",1984,17993,https://doi.org/10.1109/tpami.1984.4767596
F05,2,https://openalex.org/W1565611252,https://doi.org/10.1017/9781108899727,An Introduction to Symbolic Dynamics and Coding,1995,2217,https://doi.org/10.1017/9781108899727
F05,3,https://openalex.org/W2150692003,https://doi.org/10.1109/tpami.2003.1227984,Automatic linguistic indexing of pictures by a statistical modeling approach,2003,1087,https://doi.org/10.1109/tpami.2003.1227984
F05,4,https://openalex.org/W1997063559,https://doi.org/10.1080/02664769300000058,"Stochastic relaxation, Gibbs distributions and the Bayesian restoration of images*",1993,983,https://doi.org/10.1080/02664769300000058
F05,5,https://openalex.org/W4213265037,https://doi.org/10.1016/0001-8708(70)90034-4,Interaction of Markov processes,1970,976,https://doi.org/10.1016/0001-8708(70)90034-4
F05,6,https://openalex.org/W4238113606,https://doi.org/10.1017/cbo9780511617546,Thermodynamic Formalism,2004,871,https://doi.org/10.1017/cbo9780511617546
F05,7,https://openalex.org/W4241385190,https://doi.org/10.1016/b978-0-08-051581-6.50057-x,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images",1987,769,https://doi.org/10.1016/b978-0-08-051581-6.50057-x
F05,8,https://openalex.org/W2141630748,https://doi.org/10.1007/bf01049004,Quantum equilibrium and the origin of absolute uncertainty,1992,706,https://doi.org/10.1007/bf01049004
F05,9,https://openalex.org/W2055649245,https://doi.org/10.1137/1115049,Prescribing a System of Random Variables by Conditional Distributions,1970,606,https://doi.org/10.1137/1115049
F05,10,https://openalex.org/W3102764684,,QUANTUM EQUILIBRIUM AND THE ORIGIN OF ABSOLUTE UNCERTAINTY,2015,567,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.677.4296
F05,11,https://openalex.org/W2147301465,https://doi.org/10.1007/978-1-4612-0459-6_5,Interaction of Markov Processes,1991,547,https://doi.org/10.1007/978-1-4612-0459-6_5
F05,12,https://openalex.org/W2137253512,https://doi.org/10.5555/1248659.1248693,Classification in Networked Data: A Toolkit and a Univariate Case Study,2007,450,https://archive.nyu.edu/bitstream/2451/14122/1/CeDER-04-08-2.pdf
F05,13,https://openalex.org/W2006296538,https://doi.org/10.1016/0304-4068(74)90035-4,Random economies with many interacting agents,1974,442,https://doi.org/10.1016/0304-4068(74)90035-4
F05,14,https://openalex.org/W2600289236,https://doi.org/10.1007/bf01048183,Regularity properties and pathologies of position-space renormalization-group transformations: Scope and limitations of Gibbsian theory,1993,417,https://doi.org/10.1007/bf01048183
F05,15,https://openalex.org/W3034954837,https://doi.org/10.1038/s41467-020-19597-w,On-the-fly closed-loop materials discovery via Bayesian active learning,2020,409,https://doi.org/10.1038/s41467-020-19597-w
F05,16,https://openalex.org/W2765846489,https://doi.org/10.1017/9781316882603,Statistical Mechanics of Lattice Systems,2017,364,https://doi.org/10.1017/9781316882603
F05,17,https://openalex.org/W2117802905,https://doi.org/10.1007/bf01022985,Discontinuity of the magnetization in one-dimensional 1/�x?y�2 Ising and Potts models,1988,363,https://doi.org/10.1007/bf01022985
F05,18,https://openalex.org/W2080278546,https://doi.org/10.1016/c2013-0-02200-1,Foundations of Statistical Mechanics,1970,360,https://doi.org/10.1016/c2013-0-02200-1
F05,19,https://openalex.org/W2058557176,https://doi.org/10.1007/bf01762666,Some systems with unique equilibrium states,1974,344,https://doi.org/10.1007/bf01762666
F05,20,https://openalex.org/W2089020156,https://doi.org/10.1017/s0143385799146820,Thermodynamic formalism for countable Markov shifts,1999,344,https://doi.org/10.1017/s0143385799146820
F05,21,https://openalex.org/W1561968718,https://doi.org/10.1007/bfb0112756,Entropy and equilibrium states in classical statistical mechanics,2007,317,https://doi.org/10.1007/bfb0112756
F05,22,https://openalex.org/W125580901,https://doi.org/10.1017/cbo9781139137119,Mathematics of Two-Dimensional Turbulence,2012,266,https://doi.org/10.1017/cbo9781139137119
F05,23,https://openalex.org/W2023313458,https://doi.org/10.1007/s10955-006-9175-y,Rigorous Inequalities Between Length and Time Scales in Glassy Systems,2006,247,https://doi.org/10.1007/s10955-006-9175-y
F05,24,https://openalex.org/W2076672847,https://doi.org/10.1088/0034-4885/48/11/002,Diffuse x-ray scattering and models of disorder,1985,246,https://doi.org/10.1088/0034-4885/48/11/002
F05,25,https://openalex.org/W4211085380,https://doi.org/10.1088/0034-4885/42/12/002,Foundations of statistical mechanics,1979,237,https://doi.org/10.1088/0034-4885/42/12/002
F05,26,https://openalex.org/W2029668118,https://doi.org/10.1007/bf01011714,Gibbs and Markov random systems with constraints,1974,191,https://doi.org/10.1007/bf01011714
F05,27,https://openalex.org/W1991449081,https://doi.org/10.1016/j.jeconom.2009.02.009,Central limit theorems and uniform laws of large numbers for arrays of random fields,2009,184,https://doi.org/10.1016/j.jeconom.2009.02.009
F05,28,https://openalex.org/W2167463576,https://doi.org/10.1002/mana.19790880109,Integral and Differential Characterizations of the GIBBS Process,1979,176,https://doi.org/10.1002/mana.19790880109
F05,29,https://openalex.org/W2043285245,https://doi.org/10.1007/bf00341287,Parametric Inference for imperfectly observed Gibbsian fields,1989,160,https://doi.org/10.1007/bf00341287
F05,30,https://openalex.org/W1972212960,https://doi.org/10.1080/00029890.1971.11992710,Markov Random Fields and Gibbs Ensembles,1971,157,https://doi.org/10.1080/00029890.1971.11992710
F05,31,https://openalex.org/W629383433,,Thermodynamic Formalism : The Mathematical Structure of Equilibrium Statistical Mechanics,2004,154,https://ci.nii.ac.jp/ncid/BA69190541
F05,32,https://openalex.org/W1993142206,https://doi.org/10.1016/0370-1573(84)90081-4,The strategy for computing the hadronic mass spectrum,1984,147,https://doi.org/10.1016/0370-1573(84)90081-4
F05,33,https://openalex.org/W1990838964,https://doi.org/10.1080/17442509908834179,On the convergence of markovian stochastic algorithms with rapidly decreasing ergodicity rates,1999,145,https://doi.org/10.1080/17442509908834179
F05,34,https://openalex.org/W2056262613,https://doi.org/10.1006/jctb.1999.1899,Graph Homomorphisms and Phase Transitions,1999,144,https://doi.org/10.1006/jctb.1999.1899
F05,35,https://openalex.org/W2063682545,https://doi.org/10.1088/0305-4470/13/12/021,Generating functions for enumerating self-avoiding rings on the square lattice,1980,142,https://doi.org/10.1088/0305-4470/13/12/021
F05,36,https://openalex.org/W1993576330,https://doi.org/10.1137/1135031,On Pure Phases of the Ising Model on the Bethe Lattices,1991,140,https://doi.org/10.1137/1135031
F05,37,https://openalex.org/W2019792447,https://doi.org/10.1561/2000000035,Markov Random Fields in Image Segmentation,2012,105,https://doi.org/10.1561/2000000035
F05,38,https://openalex.org/W2100045227,https://doi.org/10.5555/1577069.1755879,Cautious Collective Classification,2009,77,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.170.9461
F05,39,https://openalex.org/W2090111809,https://doi.org/10.1016/0378-4371(82)90161-3,Do turbulent crystals exist?,1982,59,https://doi.org/10.1016/0378-4371(82)90161-3
F05,40,https://openalex.org/W2051035252,https://doi.org/10.1016/s0304-4149(97)00090-2,Every “lower psi-mixing” Markov chain is “interlaced rho-mixing”,1997,53,https://doi.org/10.1016/s0304-4149(97)00090-2
F05,41,https://openalex.org/W2021967765,https://doi.org/10.1063/1.1666601,Proof of the charge superselection rule in local relativistic quantum field theory,1974,344,https://doi.org/10.1063/1.1666601
F05,42,https://openalex.org/W2066098600,https://doi.org/10.1016/0370-2693(83)90930-9,A measurement of the string tension near the continuum limit,1983,330,https://doi.org/10.1016/0370-2693(83)90930-9
F05,43,https://openalex.org/W2171765626,https://doi.org/10.1109/42.97590,Partial volume tissue classification of multichannel magnetic resonance images-a mixel model,1991,281,https://doi.org/10.1109/42.97590
F05,44,https://openalex.org/W1964810115,https://doi.org/10.1016/0378-4371(86)90188-3,An itinerant electron model with crystalline or magnetic long range order,1986,259,https://doi.org/10.1016/0378-4371(86)90188-3
F05,45,https://openalex.org/W2041295559,https://doi.org/10.2307/1426297,The statistical analysis of spatial pattern,1974,216,https://doi.org/10.2307/1426297
F05,46,https://openalex.org/W2012032973,https://doi.org/10.1007/bf02199113,Absence of phase transition for antiferromagnetic Potts models via the Dobrushin uniqueness theorem,1997,205,https://doi.org/10.1007/bf02199113
F05,47,https://openalex.org/W2063089780,https://doi.org/10.1007/bf01015566,Statistical mechanics of probabilistic cellular automata,1990,198,https://doi.org/10.1007/bf01015566
F05,48,https://openalex.org/W1998228578,https://doi.org/10.1137/1117073,Gibbs State Describing Coexistence of Phases for a Three-Dimensional Ising Model,1973,197,https://doi.org/10.1137/1117073
F05,49,https://openalex.org/W1971837735,https://doi.org/10.1007/bf01942696,Translation invariance and instability of phase coexistence in the two dimensional Ising system,1980,163,https://doi.org/10.1007/bf01942696
F05,50,https://openalex.org/W1616786285,https://doi.org/10.1007/bfb0103571,Towards a theory of landscapes,2008,141,https://doi.org/10.1007/bfb0103571
F07,1,https://openalex.org/W7135020858,https://doi.org/10.1007/jhep03(2026)111,Physics-conditioned diffusion models for lattice gauge theory,2026,2,https://doi.org/10.1007/jhep03(2026)111
F07,2,https://openalex.org/W4406794538,https://doi.org/10.48550/arxiv.2501.13799,Rudraksh: A compact and lightweight post-quantum key-encapsulation mechanism,2025,1,http://arxiv.org/abs/2501.13799
F07,3,https://openalex.org/W4407384902,https://doi.org/10.48550/arxiv.2502.05504,Physics-Conditioned Diffusion Models for Lattice Gauge Theory,2025,0,http://arxiv.org/abs/2502.05504
F07,4,https://openalex.org/W2997095629,https://doi.org/10.18174/496730,Electrochemical phosphorus removal and recovery,2019,4,https://doi.org/10.18174/496730
F07,5,https://openalex.org/W2623309117,,Long Range Hybrid Plasmonics,2013,0,http://hdl.handle.net/1807/69981
F07,6,https://openalex.org/W2519584046,,"On Ants, Islands and Evolution",2015,0,http://www.lib.ncsu.edu/resolver/1840.16/10777
F08,1,https://openalex.org/W4388515621,https://doi.org/10.48550/arxiv.2311.03578,Generative Diffusion Models for Lattice Field Theory,2023,2,http://arxiv.org/abs/2311.03578
F08,2,https://openalex.org/W4406704747,https://doi.org/10.22323/1.466.0037,Diffusion models and stochastic quantisation in lattice field theory,2025,2,https://doi.org/10.22323/1.466.0037
F08,3,https://openalex.org/W4353064323,https://doi.org/10.1103/physrevd.107.054508,Heavy quark diffusion coefficient with gradient flow,2023,33,https://doi.org/10.1103/physrevd.107.054508
F08,4,https://openalex.org/W2042785466,https://doi.org/10.1088/1126-6708/2004/10/017,Tachyonic preheating using 2PI-1/N dynamics and the classical approximation,2004,111,https://doi.org/10.1088/1126-6708/2004/10/017
F08,5,https://openalex.org/W3030284184,https://doi.org/10.1103/revmodphys.93.035003,QCD thermalization: <i>Ab initio</i> approaches and interdisciplinary connections,2021,224,https://doi.org/10.1103/revmodphys.93.035003
F08,6,https://openalex.org/W4392911175,https://doi.org/10.1103/physrevd.109.054508,Reconstructing lattice QCD spectral functions with stochastic pole expansion and Nevanlinna analytic continuation,2024,9,https://doi.org/10.1103/physrevd.109.054508
F08,7,https://openalex.org/W3042421934,https://doi.org/10.1103/physrevd.102.114503,Shear viscosity of a classical Yang-Mills field,2020,7,https://doi.org/10.1103/physrevd.102.114503
F08,8,https://openalex.org/W2976511025,https://doi.org/10.22323/1.336.0147,Sphaleron rate in lattice gluodynamics,2019,3,https://doi.org/10.22323/1.336.0147
F08,9,https://openalex.org/W4400105125,https://doi.org/10.1103/physrevd.111.034505,Electrical conductivity of the quark-gluon plasma in the presence of strong magnetic fields,2025,12,https://doi.org/10.1103/physrevd.111.034505
F08,10,https://openalex.org/W2964152414,https://doi.org/10.22323/1.042.0001,Transport and spectral functions in high-temperature QCD,2008,9,https://doi.org/10.22323/1.042.0001
F08,11,https://openalex.org/W1972229054,https://doi.org/10.1088/1126-6708/2007/04/031,Holographic meson melting,2007,79,https://doi.org/10.1088/1126-6708/2007/04/031
F08,12,https://openalex.org/W2612660495,https://doi.org/10.1007/jhep08(2017)064,Fate of in-medium heavy quarks via a Lindblad equation,2017,31,https://doi.org/10.1007/jhep08(2017)064
F08,13,https://openalex.org/W3065951921,https://doi.org/10.25534/tuprints-00013254,Transverse momentum broadening of high-energy partons from 3D lattice EQCD simulations,2020,1,
F08,14,https://openalex.org/W3015858461,https://doi.org/10.1103/physrevd.102.014515,"Deconfinement transition line with the complex Langevin equation up to <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>μ</mml:mi><mml:mo stretchy=""false"">/</mml:mo><mml:mi>T</mml:mi><mml:mo>∼</mml:mo><mml:mn>5</mml:mn></mml:math>",2020,26,https://doi.org/10.1103/physrevd.102.014515
F08,15,https://openalex.org/W4402703711,https://doi.org/10.48550/arxiv.2408.14077,The effect of vorticity on the dynamical magnetic fields in heavy-ion collisions,2024,1,http://arxiv.org/abs/2408.14077
F08,16,https://openalex.org/W1753578492,https://doi.org/10.22323/1.164.0016,High Temperature QCD,2012,2,https://doi.org/10.22323/1.164.0016
F08,17,https://openalex.org/W3207349710,https://doi.org/10.22323/1.396.0119,Electromagnetic conductivity of quark-gluon plasma at non-zero baryon density,2022,4,https://doi.org/10.22323/1.396.0119
F08,18,https://openalex.org/W7160726880,,Diffusion model for SU(N) gauge theories,2026,0,https://arxiv.org/abs/2605.06134
F08,19,https://openalex.org/W1583930169,,A synchrotron small-angle X-ray scattering study of order/disorder in colloidal crystals,2004,1,https://dspace.library.uu.nl/handle/1874/783
F08,20,https://openalex.org/W4321452416,https://doi.org/10.23889/suthesis.62707,Meson spectroscopy at non-zero temperature using lattice QCD,2023,0,http://dx.doi.org/10.23889/suthesis.62707
F08,21,https://openalex.org/W99709937,https://doi.org/10.3990/1.9789090271637,Physics and technology development of multilayer EUV reflective optics,2012,6,https://doi.org/10.3990/1.9789090271637
F08,22,https://openalex.org/W2919771501,,Non-equilibrium Field Theory of Condensed Matter Systems - Periodic Driving and Quantum Quenches,2018,0,http://mediatum.ub.tum.de/node?id=1455522
F08,23,https://openalex.org/W4292939164,https://doi.org/10.17760/d20439251,A correspondence between neural networks and quantum field theory,2022,0,https://doi.org/10.17760/d20439251
F08,24,https://openalex.org/W4391362326,https://doi.org/10.21248/gups.81898,Real-Time lattice simulations of the glasma coupled to fermions,2024,0,http://dx.doi.org/10.21248/gups.81898
F08,25,https://openalex.org/W2743532693,https://doi.org/10.15476/elte.2015.054,Heavy quark systems at finite temperature from lattice QCD,2015,0,http://dx.doi.org/10.15476/elte.2015.054
F09,1,https://openalex.org/W4384780405,https://doi.org/10.1016/j.ppnp.2023.104070,Phase Transitions in Particle Physics,2023,84,https://doi.org/10.1016/j.ppnp.2023.104070
F09,2,https://openalex.org/W4390268928,https://doi.org/10.22323/1.453.0013,Learning Trivializing Flows in a $\phi^4$ theory from coarser lattices,2023,1,https://doi.org/10.22323/1.453.0013
F09,3,https://openalex.org/W4310360682,https://doi.org/10.22323/1.430.0387,Persistent homology as a probe for center vortices and deconfinement in SU(2) lattice gauge theory,2022,2,https://doi.org/10.22323/1.430.0387
F09,4,https://openalex.org/W4315881573,https://doi.org/10.48550/arxiv.2301.04382,Phase Transitions in Particle Physics -- Results and Perspectives from Lattice Quantum Chromo-Dynamics,2023,1,http://arxiv.org/abs/2301.04382
F09,5,https://openalex.org/W4297411649,https://doi.org/10.22331/q-2026-04-10-2058,A streamlined quantum algorithm for topological data analysis with exponentially fewer qubits,2026,15,https://doi.org/10.22331/q-2026-04-10-2058
F09,6,https://openalex.org/W4226355682,https://doi.org/10.1140/epjc/s10052-022-11048-8,"Theory, phenomenology, and experimental avenues for dark showers",2022,45,https://biblio.vub.ac.be/vubir/(4301b94e-4c0d-4017-850f-758519f903a9).html
F09,7,https://openalex.org/W4387427736,https://doi.org/10.48550/arxiv.2310.03381,Learning Trivializing Flows in a $ϕ^4$ theory from coarser lattices,2023,0,http://arxiv.org/abs/2310.03381
F09,8,https://openalex.org/W4285999726,https://doi.org/10.23889/suthesis.60555,Quantum field-theoretic machine learning and the renormalization group,2022,0,https://doi.org/10.23889/suthesis.60555
F09,9,https://openalex.org/W4404317995,https://doi.org/10.48550/arxiv.2410.21034,Inferring the Isotropic-nematic Phase Transition with Generative Machine Learning,2024,0,http://arxiv.org/abs/2410.21034
F09,10,https://openalex.org/W7126001245,,Generalizable Equivariant Diffusion Models for Non-Abelian Lattice Gauge Theory,2026,0,http://arxiv.org/abs/2601.19552
F09,11,https://openalex.org/W3101414257,https://doi.org/10.22032/dbt.46754,N = 1 supersymmetric Yang-Mills theory and adjoint QCD on the lattice,2020,0,http://uri.gbv.de/document/gvk:ppn:1738268055
F09,12,https://openalex.org/W7116871445,https://doi.org/10.1103/l3m1-hr48,"Exotic decays and collider signatures of pseudo-Nambu-Goldstone bosons in the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mrow> <mml:mi>S</mml:mi> <mml:mi>U</mml:mi> <mml:mo stretchy=""false"">(</mml:mo> <mml:mn>5</mml:mn> <mml:mo stretchy=""false"">)</mml:mo> <mml:mo>/</mml:mo> <mml:mi>S</mml:mi> <mml:mi>O</mml:mi> <mml:mo stretchy=""false"">(</mml:mo> <mml:mn>5</mml:mn> <mml:mo stretchy=""false"">)</mml:mo> </mml:mrow> </mml:math> composite Higgs model",2025,1,https://doi.org/10.1103/l3m1-hr48
F09,13,https://openalex.org/W4407644259,https://doi.org/10.22323/1.466.0395,Topological Data Analysis of Abelian Magnetic Monopoles in Gauge Theories,2025,0,https://doi.org/10.22323/1.466.0395
F09,14,https://openalex.org/W4308585009,https://doi.org/10.23889/suthesis.61816,Applications of Topological Data Analysis to Statistical Physics and Quantum Field Theories,2022,0,https://doi.org/10.23889/suthesis.61816
F09,15,https://openalex.org/W3049646419,https://doi.org/10.22323/1.256.0390,Platform Independent Profiling of a QCD Code,2017,0,https://doi.org/10.22323/1.256.0390
F09,16,https://openalex.org/W4407091787,https://doi.org/10.48550/arxiv.2501.19320,Topological Data Analysis of Abelian Magnetic Monopoles in Gauge Theories,2025,0,http://arxiv.org/abs/2501.19320
F09,17,https://openalex.org/W4391632084,,Constrained curve fitting for semi-parametric models with radial basis function networks,2024,0,http://arxiv.org/abs/2402.04175
F09,18,https://openalex.org/W7153670095,,An Algebraic Introduction to Persistence,2026,0,https://arxiv.org/abs/2604.07022
F09,19,https://openalex.org/W4221165100,https://doi.org/10.1140/epjc/s10052-022-11048-8,"Theory, phenomenology, and experimental avenues for dark showers: a Snowmass 2021 report",2022,0,https://doi.org/10.1140/epjc/s10052-022-11048-8
F09,20,https://openalex.org/W4405655235,https://doi.org/10.48550/arxiv.2412.15081,Eigenstate Preparation on Quantum Computers,2024,0,http://arxiv.org/abs/2412.15081
F09,21,https://openalex.org/W4292939164,https://doi.org/10.17760/d20439251,A correspondence between neural networks and quantum field theory,2022,0,https://doi.org/10.17760/d20439251
F10,1,https://openalex.org/W4317941514,https://doi.org/10.1103/physrevd.107.014512,Conditional normalizing flow for Markov chain Monte Carlo sampling in the critical region of lattice field theory,2023,28,https://doi.org/10.1103/physrevd.107.014512
F10,2,https://openalex.org/W4385644662,https://doi.org/10.22331/q-2023-08-08-1076,Classical models may be a better explanation of the Jiuzhang 1.0 Gaussian Boson Sampler than its targeted squeezed light model,2023,17,https://doi.org/10.22331/q-2023-08-08-1076
F10,3,https://openalex.org/W4388515621,https://doi.org/10.48550/arxiv.2311.03578,Generative Diffusion Models for Lattice Field Theory,2023,2,http://arxiv.org/abs/2311.03578
F10,4,https://openalex.org/W3082860856,https://doi.org/10.1145/3406325.3451093,Indistinguishability obfuscation from well-founded assumptions,2021,227,https://doi.org/10.1145/3406325.3451093
F10,5,https://openalex.org/W4414534718,https://doi.org/10.21468/scipostphys.19.3.077,Super-resolving normalising flows for lattice field theories,2025,1,https://doi.org/10.21468/scipostphys.19.3.077
F10,6,https://openalex.org/W3214275744,https://doi.org/10.1103/prxquantum.2.040201,How To Use Neural Networks To Investigate Quantum Many-Body Physics,2021,80,https://doi.org/10.1103/prxquantum.2.040201
F10,7,https://openalex.org/W3185288957,https://doi.org/10.2824/92307,Post-Quantum Cryptography: Current state and quantum mitigation,2021,31,https://research.tue.nl/nl/publications/ad93d053-a85c-4ace-bdd4-9cbe1a75d6bd
F10,8,https://openalex.org/W4293077571,https://doi.org/10.46586/tches.v2022.i3.223-263,Don’t Reject This: Key-Recovery Timing Attacks Due to Rejection-Sampling in HQC and BIKE,2022,44,https://doi.org/10.46586/tches.v2022.i3.223-263
F10,9,https://openalex.org/W4394678631,https://doi.org/10.1145/3656579,A Survey of Multi-modal Knowledge Graphs: Technologies and Trends,2024,76,https://doi.org/10.1145/3656579
F10,10,https://openalex.org/W1998154103,https://doi.org/10.5194/acp-14-505-2014,"Long-range transport of giant particles in Asian dust identified by physical, mineralogical, and meteorological analysis",2014,86,https://doi.org/10.5194/acp-14-505-2014
F10,11,https://openalex.org/W3159164431,https://doi.org/10.46586/tches.v2022.i1.414-460,Masked Accelerators and Instruction Set Extensions for Post-Quantum Cryptography,2021,85,https://doi.org/10.46586/tches.v2022.i1.414-460
F10,12,https://openalex.org/W4392578291,https://doi.org/10.1088/2515-7639/ad31b5,2024 roadmap on magnetic microscopy techniques and their applications in materials science,2024,33,https://doi.org/10.1088/2515-7639/ad31b5
F10,13,https://openalex.org/W4377989990,https://doi.org/10.1002/adma.202301585,Efficient Therapy of Inflammatory Bowel Disease (IBD) with Highly Specific and Durable Targeted Ta<sub>2</sub>C Modified with Chondroitin Sulfate (TACS),2023,97,https://doi.org/10.1002/adma.202301585
F10,14,https://openalex.org/W4388215209,https://doi.org/10.1016/j.jbc.2023.105416,SLC3A2 N-glycosylation and Golgi remodeling regulate SLC7A amino acid exchangers and stress mitigation,2023,21,https://doi.org/10.1016/j.jbc.2023.105416
F10,15,https://openalex.org/W4388021057,https://doi.org/10.1103/physrevd.108.074518,"Sampling <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>U</mml:mi><mml:mo stretchy=""false"">(</mml:mo><mml:mn>1</mml:mn><mml:mo stretchy=""false"">)</mml:mo></mml:math> gauge theory using a retrainable conditional flow-based model",2023,7,https://doi.org/10.1103/physrevd.108.074518
F10,16,https://openalex.org/W3212128483,https://doi.org/10.3390/ma14226763,Computed Tomography as a Characterization Tool for Engineered Scaffolds with Biomedical Applications,2021,20,https://dx.doi.org/10.3390/ma14226763
F10,17,https://openalex.org/W4386443168,https://doi.org/10.1145/3620668,Quantum Combinatorial Optimization in the NISQ Era: A Systematic Mapping Study,2023,18,https://doi.org/10.1145/3620668
F10,18,https://openalex.org/W4229039593,https://doi.org/10.1021/acsearthspacechem.2c00031,Dynamic Responses of Trace Metal Bioaccessibility to Fluctuating Redox Conditions in Wetland Soils and Stream Sediments,2022,42,https://doi.org/10.1021/acsearthspacechem.2c00031
